capital,funcao,ano,valor_empenhado,valor_pago,taxa_execucao_pct
Prefeitura Municipal de Teresina - PI,15 - Urbanismo,2022,409572603.8,377135708.64,92.1
Prefeitura Municipal de Fortaleza - CE,15 - Urbanismo,2022,769676401.72,707695760.77,91.9
Prefeitura Municipal de Florianópolis - SC,15 - Urbanismo,2022,192975802.09,177045149.48,91.7
Prefeitura Municipal de Boa Vista - RR,15 - Urbanismo,2022,329764697.26,298670215.93,90.6
Prefeitura Municipal de Palmas - TO,15 - Urbanismo,2022,252821199.87,228257049.52,90.3
Prefeitura Municipal de Cuiabá - MT,15 - Urbanismo,2022,302863748.21,272101803.29,89.8
Prefeitura Municipal de Goiânia - GO,15 - Urbanismo,2022,117098349.1,102280237.1,87.3
Prefeitura Municipal de São Luís - MA,15 - Urbanismo,2022,229350091.34,198052838.81,86.4
Prefeitura Municipal de Rio Branco - AC,15 - Urbanismo,2022,246860784.8,212145939.57,85.9
Prefeitura Municipal do Rio de Janeiro - RJ,15 - Urbanismo,2022,3498565662.22,2986343827.28,85.4
Prefeitura Municipal de Belo Horizonte - MG,15 - Urbanismo,2022,733616409.06,621148299.31,84.7
Prefeitura Municipal de Campo Grande - MS,15 - Urbanismo,2022,553292363.31,447958233.95,81.0
Prefeitura Municipal de Vitória - ES,15 - Urbanismo,2022,257336746.01,207615422.57,80.7
Prefeitura Municipal de Porto Alegre - RS,15 - Urbanismo,2022,232080910.78,186543789.36,80.4
Prefeitura Municipal de Macapá - AP,15 - Urbanismo,2022,308366843.35,244978984.66,79.4
Prefeitura Municipal de Porto Velho - RO,15 - Urbanismo,2022,255551051.5,201607307.62,78.9
Prefeitura Municipal de Maceió - AL,15 - Urbanismo,2022,239645171.46,188450292.54,78.6
Prefeitura Municipal de São Paulo - SP,15 - Urbanismo,2022,8048130061.15,6110343085.89,75.9
Prefeitura Municipal de João Pessoa - PB,15 - Urbanismo,2022,233729000.88,170467358.31,72.9
Prefeitura Municipal de Natal - RN,15 - Urbanismo,2022,678008026.9,467156354.01,68.9
Prefeitura Municipal de Curitiba - PR,15 - Urbanismo,2022,1147030965.83,730690817.8,63.7
Prefeitura Municipal de Aracaju - SE,16 - Habitação,2022,17506857.3,17506857.3,100.0
Prefeitura Municipal de Recife - PE,16 - Habitação,2022,4026499.67,4015811.67,99.7
Prefeitura Municipal de Palmas - TO,16 - Habitação,2022,38913145.56,38795549.78,99.7
Prefeitura Municipal de Maceió - AL,16 - Habitação,2022,8705136.85,8652072.3,99.4
Prefeitura Municipal de Goiânia - GO,16 - Habitação,2022,11617464.05,11530552.05,99.3
Prefeitura Municipal de Boa Vista - RR,16 - Habitação,2022,1211940.66,1199808.48,99.0
Prefeitura Municipal de Belém - PA,16 - Habitação,2022,43645936.5,42225643.47,96.7
Prefeitura Municipal de Fortaleza - CE,16 - Habitação,2022,25985063.31,24698021.29,95.0
Prefeitura Municipal de Teresina - PI,16 - Habitação,2022,12614373.53,11855117.45,94.0
Prefeitura Municipal de João Pessoa - PB,16 - Habitação,2022,16911121.82,15809593.06,93.5
Prefeitura Municipal de Vitória - ES,16 - Habitação,2022,8674026.7,7908600.93,91.2
Prefeitura Municipal de Cuiabá - MT,16 - Habitação,2022,5971107.47,5260557.06,88.1
Prefeitura Municipal de Belo Horizonte - MG,16 - Habitação,2022,164975971.41,140773484.84,85.3
Prefeitura Municipal de Florianópolis - SC,16 - Habitação,2022,490776.03,389460.03,79.4
Prefeitura Municipal de Campo Grande - MS,16 - Habitação,2022,27843624.58,21765947.08,78.2
Prefeitura Municipal de Porto Alegre - RS,16 - Habitação,2022,38922907.21,30358698.49,78.0
Prefeitura Municipal de Salvador - BA,16 - Habitação,2022,89853700.1,66597323.63,74.1
Prefeitura Municipal do Rio de Janeiro - RJ,16 - Habitação,2022,123237766.86,89796812.37,72.9
Prefeitura Municipal de São Paulo - SP,16 - Habitação,2022,1898161449.53,1323264476.05,69.7
Prefeitura Municipal de Curitiba - PR,16 - Habitação,2022,15130648.84,10011839.98,66.2
Prefeitura Municipal de Natal - RN,16 - Habitação,2022,8014404.86,4252997.92,53.1
Prefeitura Municipal de Porto Velho - RO,16 - Habitação,2022,36027531.38,12773445.66,35.5
Prefeitura Municipal de Belém - PA,17 - Saneamento,2022,441440096.33,441420747.6,100.0
Prefeitura Municipal de Cuiabá - MT,17 - Saneamento,2022,5649029.25,5649029.25,100.0
Prefeitura Municipal de Aracaju - SE,17 - Saneamento,2022,20158576.14,20158576.14,100.0
Prefeitura Municipal de Teresina - PI,17 - Saneamento,2022,7777253.9,7772308.53,99.9
Prefeitura Municipal de Goiânia - GO,17 - Saneamento,2022,440177486.3,438747298.11,99.7
Prefeitura Municipal de Salvador - BA,17 - Saneamento,2022,31920968.8,31386153.47,98.3
Prefeitura Municipal de Manaus - AM,17 - Saneamento,2022,11998573.33,11731498.19,97.8
Prefeitura Municipal de Rio Branco - AC,17 - Saneamento,2022,90306726.75,87584838.46,97.0
Prefeitura Municipal de Recife - PE,17 - Saneamento,2022,92671454.78,89754535.06,96.9
Prefeitura Municipal de Maceió - AL,17 - Saneamento,2022,245061461.0,234227234.65,95.6
Prefeitura Municipal de São Luís - MA,17 - Saneamento,2022,203213908.48,186839415.52,91.9
Prefeitura Municipal de Palmas - TO,17 - Saneamento,2022,47238037.85,42225829.79,89.4
Prefeitura Municipal de Florianópolis - SC,17 - Saneamento,2022,41974005.28,37142298.71,88.5
Prefeitura Municipal de Curitiba - PR,17 - Saneamento,2022,350764661.03,307570246.63,87.7
Prefeitura Municipal de Fortaleza - CE,17 - Saneamento,2022,87264204.42,74453061.37,85.3
Prefeitura Municipal de Macapá - AP,17 - Saneamento,2022,55427464.11,47249649.54,85.2
Prefeitura Municipal de Porto Alegre - RS,17 - Saneamento,2022,973351181.64,824801050.2,84.7
Prefeitura Municipal de Boa Vista - RR,17 - Saneamento,2022,6989610.44,5907846.3,84.5
Prefeitura Municipal de Belo Horizonte - MG,17 - Saneamento,2022,714206520.07,596730888.67,83.6
Prefeitura Municipal do Rio de Janeiro - RJ,17 - Saneamento,2022,745532442.51,620335061.88,83.2
Prefeitura Municipal de Vitória - ES,17 - Saneamento,2022,2358219.31,1835623.96,77.8
Prefeitura Municipal de São Paulo - SP,17 - Saneamento,2022,1850301943.33,1338710265.96,72.4
Prefeitura Municipal de João Pessoa - PB,17 - Saneamento,2022,1876091.82,1183768.78,63.1
Prefeitura Municipal de Maceió - AL,18 - Gestão Ambiental,2022,421.8,421.8,100.0
Prefeitura Municipal de Belém - PA,18 - Gestão Ambiental,2022,21242150.61,21108444.45,99.4
Prefeitura Municipal de Boa Vista - RR,18 - Gestão Ambiental,2022,17923852.58,17724847.48,98.9
Prefeitura Municipal de Goiânia - GO,18 - Gestão Ambiental,2022,7449283.81,7347570.51,98.6
Prefeitura Municipal de Rio Branco - AC,18 - Gestão Ambiental,2022,16845780.97,16492137.63,97.9
Prefeitura Municipal de Manaus - AM,18 - Gestão Ambiental,2022,17173256.31,16790363.67,97.8
Prefeitura Municipal de Fortaleza - CE,18 - Gestão Ambiental,2022,84994394.87,83007487.44,97.7
Prefeitura Municipal de Recife - PE,18 - Gestão Ambiental,2022,15189720.41,14819051.16,97.6
Prefeitura Municipal de Aracaju - SE,18 - Gestão Ambiental,2022,162863225.03,158812619.6,97.5
Prefeitura Municipal de Palmas - TO,18 - Gestão Ambiental,2022,6057544.01,5847520.67,96.5
Prefeitura Municipal de Campo Grande - MS,18 - Gestão Ambiental,2022,52237428.11,49645109.87,95.0
Prefeitura Municipal de Cuiabá - MT,18 - Gestão Ambiental,2022,6931564.47,6494598.38,93.7
Prefeitura Municipal de João Pessoa - PB,18 - Gestão Ambiental,2022,9455628.59,8796705.68,93.0
Prefeitura Municipal de Natal - RN,18 - Gestão Ambiental,2022,6544599.64,6061242.83,92.6
Prefeitura Municipal de Salvador - BA,18 - Gestão Ambiental,2022,30497707.18,26994130.09,88.5
Prefeitura Municipal de Florianópolis - SC,18 - Gestão Ambiental,2022,59852373.4,52727951.26,88.1
Prefeitura Municipal de Vitória - ES,18 - Gestão Ambiental,2022,59400658.98,50488158.43,85.0
Prefeitura Municipal do Rio de Janeiro - RJ,18 - Gestão Ambiental,2022,233458398.73,195798729.54,83.9
Prefeitura Municipal de São Paulo - SP,18 - Gestão Ambiental,2022,416525329.92,343245982.29,82.4
Prefeitura Municipal de Porto Velho - RO,18 - Gestão Ambiental,2022,4297161.86,3344335.37,77.8
Prefeitura Municipal de Belo Horizonte - MG,18 - Gestão Ambiental,2022,134618092.38,104767429.02,77.8
Prefeitura Municipal de Porto Alegre - RS,18 - Gestão Ambiental,2022,21161386.14,15742317.88,74.4
Prefeitura Municipal de Curitiba - PR,18 - Gestão Ambiental,2022,232423246.81,148960166.88,64.1
Prefeitura Municipal de Teresina - PI,18 - Gestão Ambiental,2022,839729.97,527729.22,62.8
Prefeitura Municipal de São Luís - MA,18 - Gestão Ambiental,2022,486176.29,274006.66,56.4
Prefeitura Municipal de Macapá - AP,18 - Gestão Ambiental,2022,5495921.22,2937957.93,53.5
Prefeitura Municipal de Maceió - AL,19 - Ciência e Tecnologia,2022,1156984.7,1156984.7,100.0
Prefeitura Municipal de Goiânia - GO,19 - Ciência e Tecnologia,2022,17497531.65,17497531.65,100.0
Prefeitura Municipal de Belém - PA,19 - Ciência e Tecnologia,2022,25206420.58,25044613.69,99.4
Prefeitura Municipal de João Pessoa - PB,19 - Ciência e Tecnologia,2022,2552080.39,2524933.22,98.9
Prefeitura Municipal de Recife - PE,19 - Ciência e Tecnologia,2022,5818657.44,5675623.44,97.5
Prefeitura Municipal do Rio de Janeiro - RJ,19 - Ciência e Tecnologia,2022,38346807.02,36107413.0,94.2
Prefeitura Municipal de Fortaleza - CE,19 - Ciência e Tecnologia,2022,5162133.27,4834086.73,93.6
Prefeitura Municipal de Aracaju - SE,19 - Ciência e Tecnologia,2022,300000.0,275000.0,91.7
Prefeitura Municipal de Salvador - BA,19 - Ciência e Tecnologia,2022,136259665.39,123291603.66,90.5
Prefeitura Municipal de Porto Velho - RO,19 - Ciência e Tecnologia,2022,9826963.32,8770875.52,89.3
Prefeitura Municipal de Belo Horizonte - MG,19 - Ciência e Tecnologia,2022,154563351.43,137537600.39,89.0
Prefeitura Municipal de Macapá - AP,19 - Ciência e Tecnologia,2022,4311775.73,3838065.18,89.0
Prefeitura Municipal de Porto Alegre - RS,19 - Ciência e Tecnologia,2022,1166256.0,1022258.67,87.7
Prefeitura Municipal de Vitória - ES,19 - Ciência e Tecnologia,2022,946305.55,818500.29,86.5
Prefeitura Municipal de Campo Grande - MS,19 - Ciência e Tecnologia,2022,2093037.95,1775628.18,84.8
Prefeitura Municipal de Rio Branco - AC,19 - Ciência e Tecnologia,2022,213180.61,147059.28,69.0
Prefeitura Municipal de São Luís - MA,20 - Agricultura,2022,5595420.86,5589640.86,99.9
Prefeitura Municipal de Campo Grande - MS,20 - Agricultura,2022,13041970.03,12252325.68,93.9
Prefeitura Municipal de Cuiabá - MT,20 - Agricultura,2022,177932.65,161391.07,90.7
Prefeitura Municipal de Palmas - TO,20 - Agricultura,2022,26063466.61,23015532.96,88.3
Prefeitura Municipal de Boa Vista - RR,20 - Agricultura,2022,12529384.15,10731833.12,85.7
Prefeitura Municipal de Porto Velho - RO,20 - Agricultura,2022,15745876.74,12536998.88,79.6
Prefeitura Municipal de Macapá - AP,20 - Agricultura,2022,2947425.05,2170502.15,73.6
Prefeitura Municipal de Rio Branco - AC,20 - Agricultura,2022,40507534.89,25915442.88,64.0
Prefeitura Municipal de Belo Horizonte - MG,20 - Agricultura,2022,2257054.24,1294842.97,57.4
Prefeitura Municipal de Porto Alegre - RS,20 - Agricultura,2022,128232.42,56335.9,43.9
Prefeitura Municipal de Manaus - AM,20 - Agricultura,2022,4484296.05,16727.94,0.4
Prefeitura Municipal de Campo Grande - MS,22 - Indústria,2022,4838.0,4838.0,100.0
Prefeitura Municipal de Curitiba - PR,22 - Indústria,2022,200000.0,200000.0,100.0
Prefeitura Municipal de Salvador - BA,22 - Indústria,2022,18517276.39,16680639.31,90.1
Prefeitura Municipal do Rio de Janeiro - RJ,22 - Indústria,2022,6871889.92,4967592.24,72.3
Prefeitura Municipal de Belém - PA,23 - Comércio e Serviços,2022,26589034.57,26588588.93,100.0
Prefeitura Municipal de Aracaju - SE,23 - Comércio e Serviços,2022,2453546.55,2451779.65,99.9
Prefeitura Municipal de Recife - PE,23 - Comércio e Serviços,2022,67718277.49,67582920.93,99.8
Prefeitura Municipal de João Pessoa - PB,23 - Comércio e Serviços,2022,1242937.52,1227774.55,98.8
Prefeitura Municipal de Teresina - PI,23 - Comércio e Serviços,2022,1658566.37,1632385.77,98.4
Prefeitura Municipal de Fortaleza - CE,23 - Comércio e Serviços,2022,3917109.22,3798324.91,97.0
Prefeitura Municipal de Cuiabá - MT,23 - Comércio e Serviços,2022,3760739.18,3588455.6,95.4
Prefeitura Municipal de Maceió - AL,23 - Comércio e Serviços,2022,15844061.85,15007119.36,94.7
Prefeitura Municipal de Campo Grande - MS,23 - Comércio e Serviços,2022,2605221.19,2415722.12,92.7
Prefeitura Municipal de Boa Vista - RR,23 - Comércio e Serviços,2022,2114782.46,1951315.2,92.3
Prefeitura Municipal de Macapá - AP,23 - Comércio e Serviços,2022,1120193.99,1018527.99,90.9
Prefeitura Municipal de Palmas - TO,23 - Comércio e Serviços,2022,16246142.27,14274106.37,87.9
Prefeitura Municipal do Rio de Janeiro - RJ,23 - Comércio e Serviços,2022,215975232.16,187486985.79,86.8
Prefeitura Municipal de São Paulo - SP,23 - Comércio e Serviços,2022,390162117.38,334202230.06,85.7
Prefeitura Municipal de São Luís - MA,23 - Comércio e Serviços,2022,1765641.48,1509891.48,85.5
Prefeitura Municipal de Porto Alegre - RS,23 - Comércio e Serviços,2022,4797372.64,4012811.79,83.6
Prefeitura Municipal de Salvador - BA,23 - Comércio e Serviços,2022,225112250.42,186568799.19,82.9
Prefeitura Municipal de Belo Horizonte - MG,23 - Comércio e Serviços,2022,69684819.59,57360743.42,82.3
Prefeitura Municipal de Curitiba - PR,23 - Comércio e Serviços,2022,289006513.99,226117282.5,78.2
Prefeitura Municipal de Manaus - AM,23 - Comércio e Serviços,2022,43203907.49,32857527.99,76.1
Prefeitura Municipal de Porto Velho - RO,23 - Comércio e Serviços,2022,533857.73,403354.6,75.6
Prefeitura Municipal de Natal - RN,23 - Comércio e Serviços,2022,8683613.34,6358118.41,73.2
Prefeitura Municipal de Florianópolis - SC,23 - Comércio e Serviços,2022,1039585.62,748485.62,72.0
Prefeitura Municipal de Vitória - ES,23 - Comércio e Serviços,2022,7423809.86,4139674.24,55.8
Prefeitura Municipal de Goiânia - GO,23 - Comércio e Serviços,2022,303909.46,103909.46,34.2
Prefeitura Municipal de Campo Grande - MS,24 - Comunicações,2022,6635555.26,6555511.11,98.8
Prefeitura Municipal de Fortaleza - CE,24 - Comunicações,2022,12210959.65,11174359.65,91.5
Prefeitura Municipal de Salvador - BA,24 - Comunicações,2022,119468612.7,107062354.08,89.6
Prefeitura Municipal de Belém - PA,24 - Comunicações,2022,20832296.64,18631530.37,89.4
Prefeitura Municipal de São Paulo - SP,24 - Comunicações,2022,307173025.57,264200572.72,86.0
Prefeitura Municipal de Palmas - TO,24 - Comunicações,2022,14664944.98,12558129.72,85.6
Prefeitura Municipal de João Pessoa - PB,24 - Comunicações,2022,22696831.6,19208340.04,84.6
Prefeitura Municipal de Vitória - ES,24 - Comunicações,2022,11321543.76,7814803.59,69.0
Prefeitura Municipal de São Luís - MA,24 - Comunicações,2022,7704807.58,4345644.4,56.4
Prefeitura Municipal de Fortaleza - CE,25 - Energia,2022,117865413.25,117841581.89,100.0
Prefeitura Municipal de Aracaju - SE,25 - Energia,2022,24173516.89,24173516.89,100.0
Prefeitura Municipal de João Pessoa - PB,25 - Energia,2022,44257892.14,38330335.49,86.6
Prefeitura Municipal de Belém - PA,26 - Transporte,2022,87958159.81,87958159.81,100.0
Prefeitura Municipal de Maceió - AL,26 - Transporte,2022,101298157.18,101298157.18,100.0
Prefeitura Municipal de Manaus - AM,26 - Transporte,2022,417001354.2,416147044.83,99.8
Prefeitura Municipal de Fortaleza - CE,26 - Transporte,2022,185897427.58,182597112.39,98.2
Prefeitura Municipal de Teresina - PI,26 - Transporte,2022,37015018.16,36194608.73,97.8
Prefeitura Municipal de Goiânia - GO,26 - Transporte,2022,133023227.37,129568880.2,97.4
Prefeitura Municipal de São Paulo - SP,26 - Transporte,2022,8126230919.53,7784845327.72,95.8
Prefeitura Municipal de Aracaju - SE,26 - Transporte,2022,48449073.05,46419640.51,95.8
Prefeitura Municipal de Rio Branco - AC,26 - Transporte,2022,42634075.05,40114947.01,94.1
Prefeitura Municipal de João Pessoa - PB,26 - Transporte,2022,22951803.41,21493342.68,93.6
Prefeitura Municipal de Salvador - BA,26 - Transporte,2022,351800843.14,327391415.7,93.1
Prefeitura Municipal de Porto Alegre - RS,26 - Transporte,2022,145744320.62,133931579.27,91.9
Prefeitura Municipal de Florianópolis - SC,26 - Transporte,2022,17252277.86,15686704.96,90.9
Prefeitura Municipal de Cuiabá - MT,26 - Transporte,2022,44124961.61,39788114.45,90.2
Prefeitura Municipal de Campo Grande - MS,26 - Transporte,2022,218005905.03,196102906.33,90.0
Prefeitura Municipal de Porto Velho - RO,26 - Transporte,2022,586237.81,520019.17,88.7
Prefeitura Municipal de Belo Horizonte - MG,26 - Transporte,2022,530846787.34,465610618.92,87.7
Prefeitura Municipal de São Luís - MA,26 - Transporte,2022,40658451.23,32373477.27,79.6
Prefeitura Municipal do Rio de Janeiro - RJ,26 - Transporte,2022,1160568243.41,822149825.82,70.8
Prefeitura Municipal de Macapá - AP,26 - Transporte,2022,15241294.63,10103667.28,66.3
Prefeitura Municipal de Boa Vista - RR,26 - Transporte,2022,81868800.49,50431791.91,61.6
Prefeitura Municipal de Palmas - TO,26 - Transporte,2022,14312001.65,7304158.5,51.0
Prefeitura Municipal de Teresina - PI,27 - Desporto e Lazer,2022,8163347.5,8155807.5,99.9
Prefeitura Municipal de Florianópolis - SC,27 - Desporto e Lazer,2022,21704165.46,21602735.0,99.5
Prefeitura Municipal de Goiânia - GO,27 - Desporto e Lazer,2022,16871846.73,16731846.73,99.2
Prefeitura Municipal de Belém - PA,27 - Desporto e Lazer,2022,6703554.7,6630767.15,98.9
Prefeitura Municipal de Campo Grande - MS,27 - Desporto e Lazer,2022,17889920.84,17617626.72,98.5
Prefeitura Municipal de Boa Vista - RR,27 - Desporto e Lazer,2022,11875513.11,11669333.36,98.3
Prefeitura Municipal de Recife - PE,27 - Desporto e Lazer,2022,31689074.11,31142169.67,98.3
Prefeitura Municipal de Fortaleza - CE,27 - Desporto e Lazer,2022,13043619.18,12785161.42,98.0
Prefeitura Municipal de João Pessoa - PB,27 - Desporto e Lazer,2022,8118651.46,7874692.41,97.0
Prefeitura Municipal de Aracaju - SE,27 - Desporto e Lazer,2022,7253005.29,6951419.02,95.8
Prefeitura Municipal de Rio Branco - AC,27 - Desporto e Lazer,2022,1177041.45,1118279.27,95.0
Prefeitura Municipal de São Luís - MA,27 - Desporto e Lazer,2022,15099246.09,14239695.77,94.3
Prefeitura Municipal de Natal - RN,27 - Desporto e Lazer,2022,11811803.13,11064870.63,93.7
Prefeitura Municipal de Vitória - ES,27 - Desporto e Lazer,2022,11081553.38,10337950.67,93.3
Prefeitura Municipal de Belo Horizonte - MG,27 - Desporto e Lazer,2022,23417753.51,21647345.57,92.4
Prefeitura Municipal do Rio de Janeiro - RJ,27 - Desporto e Lazer,2022,150230554.2,135211938.74,90.0
